Id,Label,twitter_author_id,gender,city
412,theallan_t,8.365576435022725e+17,male,Mombasa
413,miguelmuguchia,15915563.0,male,Nakuru
414,QsKariuki,2155644233.0,prefer not to say,Nairobi
415,KipchumbaChebw1,1.4880741944075428e+18,prefer not to say,Nairobi
416,ItsRopC,2413095144.0,prefer not to say,Nairobi
417,purelovenation,1.4404139930807378e+18,female,Nairobi
418,itsmbugua,2964287212.0,prefer not to say,Nairobi
419,KagoModesto,1.4930882199903068e+18,male,Mombasa
420,olivernolly2,3170166473.0,prefer not to say,Nairobi
421,WilliamsRutoFan,1.085444356054704e+18,male,Nairobi
422,MuvitiSamuel,1.0812613562911089e+18,male,Nairobi
423,BCherich,1.4873241428525834e+18,prefer not to say,Nairobi
424,KuluoJosephine,3398520663.0,female,Nairobi
425,KiprohRob,1.50113623584213e+18,prefer not to say,Unknown
426,murunga1Murunga,1.5076331069075087e+18,prefer not to say,Nairobi
427,TrollPoliticsKe,1.3709827173959844e+18,prefer not to say,Nairobi
428,joshep1248,8.072827465697239e+17,prefer not to say,Nairobi
429,Therealguyx,1.2184444619586273e+18,prefer not to say,Nakuru
430,anto_whiz,352958065.0,prefer not to say,Nairobi
431,Clifford_Lans,283499192.0,male,Nairobi
432,briankimani,97443396.0,male,Nairobi
433,SirMycal,9.023796529787944e+17,male,Mombasa
434,mp_philo,8.061684916613612e+17,prefer not to say,Nairobi
435,MuchiriGichuri,2197144079.0,prefer not to say,Nairobi
436,isaiahmngl,1.4287300922435912e+18,male,Nairobi
437,alliontoyota,99850898.0,male,Nairobi
438,jackmwaniki1,2331682156.0,prefer not to say,Nakuru
439,IsaacKorir_kim,7.846894203855217e+17,male,Eldoret
440,kilaerick05,1709642160.0,male,Kericho
441,chombir_ts,9.538467796483972e+17,prefer not to say,Nairobi
442,Chrismutuma11,8.48098918403539e+17,prefer not to say,Mombasa
443,vkmutai,464866496.0,prefer not to say,Mombasa
444,bworinaisa,2812509091.0,male,Nairobi
445,iam_JVLEO,1650677138.0,male,Nairobi
446,itswaweruwamiti,9.394659408566886e+17,prefer not to say,Meru
447,KirwaNickson2,1.4874796806346547e+18,prefer not to say,Nairobi
448,Felah88,92214434.0,male,Nairobi
449,OpyMoturi,8.970646240503644e+17,prefer not to say,Nairobi
450,Tonypaneah,1.1136632367825551e+18,prefer not to say,Nairobi
451,DjMicSultan,3430248934.0,prefer not to say,Nairobi
452,JrChelimo,1.437123596112081e+18,prefer not to say,Nairobi
453,SiboyiAnganah,465511753.0,prefer not to say,Nairobi
454,Joshua44538122,1.0358094038055567e+18,male,Nairobi
455,AraapChomu,2547292226.0,prefer not to say,Nairobi
456,Omolloooo,1.236160629607674e+18,prefer not to say,Nairobi
457,gibun_gitonga,1725853778.0,prefer not to say,Nairobi
458,peter_warrior7,1.2826788719267553e+18,male,Nairobi
459,ombatikevin300,1.4992560287010202e+18,prefer not to say,Eldoret
460,Badcard4,1.226955518129922e+18,prefer not to say,Nairobi
461,KeynesSamai,2196955977.0,male,Nairobi
462,Emmanue01300810,1.4537570153066906e+18,prefer not to say,Nairobi
463,keteralvin,101685951.0,prefer not to say,Nairobi
464,itskoigi,2371823158.0,prefer not to say,Nakuru
465,JARULOO,1.1485052715615232e+18,female,Nairobi
466,saidimusalim1,536674784.0,male,Nairobi
467,benson_chumba,1.2856421698696233e+18,prefer not to say,Eldoret
468,joe_omosh,9.40289038262694e+17,male,Nairobi
469,gkaleli,138300043.0,prefer not to say,Nairobi
470,_gitonga__,7.846759161401508e+17,prefer not to say,Nairobi
471,chirsemwo,1.2670388290614725e+18,prefer not to say,Nairobi
472,wisebethwel,1.493484184794538e+18,prefer not to say,Nairobi
473,luisgideonsnr,227290429.0,prefer not to say,Nairobi
474,kaHuRa_kelviNe,4864764693.0,male,Nairobi
475,jakayajirjir,1.3126738582484173e+18,prefer not to say,Nairobi
476,Babakewillie,572534585.0,prefer not to say,Nairobi
477,emmanuel_togoch,1.181902674511487e+18,male,Eldoret
478,philipmukuria,1931674334.0,prefer not to say,Nairobi
479,mikekorir_,1.3548068914869248e+18,male,Nairobi
480,wyllice_KE,7.090936471496212e+17,prefer not to say,Nairobi
481,adekadennis,4608290297.0,prefer not to say,Nairobi
482,njoguu,117194081.0,male,Nairobi
483,kimunya_kelvin,4337965036.0,prefer not to say,Nairobi
484,kimarumainah,1248937236.0,prefer not to say,Nairobi
485,PaydayRhema,1.483758645196333e+18,prefer not to say,Nairobi
486,gmwahome,4580280377.0,male,Nairobi
487,gabkeym25,8.314736107369267e+17,prefer not to say,Nairobi
488,KingwaSmiley,1091444682.0,prefer not to say,Nakuru
489,SheilaSifuma,8.343347351702282e+17,female,Nairobi
490,JOHNNIEKIP,2397392696.0,male,Nairobi
491,geogias,29419951.0,prefer not to say,Nairobi
492,EnockKi12149800,1.4550967287855063e+18,prefer not to say,Nyeri
493,Kmwaura_992,7.757436325655593e+17,prefer not to say,Nairobi
494,FriendsofRAO,1.4304413610949427e+18,prefer not to say,Nairobi
495,1ElishaKiprop,1.241645565689168e+18,male,Eldoret
496,Mpzuleikahassan,1488536312.0,prefer not to say,Nairobi
497,Westlands2022,9.58062854183248e+17,female,Nairobi
498,peter_amunga,1.4371137890826527e+18,male,Nairobi
499,Fredric13389181,1.2507670108180767e+18,male,Nairobi
500,bkomun,133240434.0,prefer not to say,Nairobi
501,ramseydemarco,2619206627.0,prefer not to say,Nairobi
502,Vandrose1,442438826.0,male,Nakuru
503,ngaruman,2337261828.0,prefer not to say,Nairobi
504,samie_luizy,7.47795756547969e+17,prefer not to say,Nairobi
505,kiddoGAMMZ,199274018.0,prefer not to say,Nairobi
506,patrick57717472,1.0425018078664458e+18,prefer not to say,Nairobi
507,MukhebiDen,7.101859899987722e+17,male,Kilifi
508,_victorVIBE,9.6853078246042e+17,male,Nairobi
509,HonPhilexAmigos,1.4631107479705764e+18,prefer not to say,Nairobi
510,DLUDOGOLI,636319456.0,male,Nairobi
511,j_nyakundi,229287181.0,male,Nairobi
512,OwenAbong,9.23611753216467e+17,male,Nairobi
513,servant_beth,516251892.0,male,Unknown
514,ItsMe84026016,1.192128128182866e+18,prefer not to say,Nairobi
515,Amadadi7,1.2436225516470682e+18,male,Unknown
516,wesakaken,3355644609.0,prefer not to say,Unknown
517,ismailomar91,601714862.0,prefer not to say,Mombasa
518,engtumo_enock,8.992258457719808e+17,prefer not to say,Nairobi
519,Evangelista_hea,716483948.0,female,Nairobi
520,szaimo,8.498833640479539e+17,prefer not to say,Nairobi
521,kelvingacheri,3114081605.0,prefer not to say,Nairobi
522,daddy1_elvis,1.5236777020535767e+18,male,Nairobi
523,Gibuka1,1.29135119861282e+18,prefer not to say,Mombasa
524,Ndirangukevin2,1.2696829548733276e+18,male,Kilifi
525,Realcoogi,3192397735.0,prefer not to say,Nairobi
526,MusaWambugu,7.694685391913943e+17,male,Nairobi
527,icytwitts,292763806.0,prefer not to say,Nairobi
528,ruto4us,1.0329920313485476e+18,male,Nairobi
529,alstonesiguda,1381494318.0,prefer not to say,Nairobi
530,obieroh_s,1.5243783401945047e+18,male,Nairobi
531,LukaleMark,8.408003113631416e+17,male,Mombasa
532,Cde_SBM,7.829732828029501e+17,prefer not to say,Kisumu
533,mitpiny,348475366.0,prefer not to say,Nairobi
534,sonamoz,1.1722416680300462e+18,prefer not to say,Nakuru
535,kennykib,1287826730.0,male,Nairobi
536,marirace,759757446.0,prefer not to say,Nairobi
537,KimAaron2020,1.2185360404215603e+18,female,Nairobi
538,Jaymescom,35247184.0,prefer not to say,Nairobi
539,Ken__bliss,1.5145364791916216e+18,prefer not to say,Nairobi
540,JdaPaul,1.3925300049747067e+18,male,Nairobi
541,BenjaminKamande,1127996600.0,male,Nairobi
542,Qahiu_Githutha,336375127.0,prefer not to say,Nairobi
543,Janewegz,112405977.0,female,Nairobi
544,bradleyalusa,404875248.0,male,Nairobi
545,Nyang__KE,374434484.0,male,Nairobi
546,joash1t,7.625431359730811e+17,male,Nairobi
547,RodgersBein,804438080.0,prefer not to say,Nairobi
548,Senatorhela,1.342548110065754e+18,female,Nairobi
549,IkoKaziKE_Bot,1.437880340224385e+18,prefer not to say,Nairobi
550,eliphastosh,2647152880.0,prefer not to say,Nairobi
551,Yasadams,150206533.0,female,Nairobi
552,MathewK65989108,1.4810958399552676e+18,male,Nairobi
553,Kevin_grray,1.4465410386178744e+18,male,Nairobi
554,kimemianjuguna,2993979165.0,male,Nairobi
555,phelix_ngaji,1.521917680768455e+18,prefer not to say,Nairobi
556,MaragiaNixon,9.595925935239208e+17,prefer not to say,Nairobi
557,omambia_benson,1.2699365453452575e+18,prefer not to say,Kisii
558,PeterJDULLO,420359287.0,male,Nairobi
559,onesmus336,8.373657114544947e+17,prefer not to say,Nairobi
560,OchelleJNR,230177372.0,male,Nairobi
561,Kyariekuria,449910765.0,prefer not to say,Nairobi
562,PresenterBarac1,1.061131176423895e+18,prefer not to say,Mombasa
563,JoelMwanyagha1,1.4645629542176113e+18,male,Nairobi
564,BuyoywaBrian,7.579342098183045e+17,prefer not to say,Nairobi
565,kimkendrickim,2876630051.0,prefer not to say,Nairobi
566,Waghadhirwa,340756921.0,male,Mombasa
567,AGUNDALEONARD,2366949081.0,male,Nairobi
568,athewa1,2292602757.0,male,Nairobi
569,OhuruLinus,2539693456.0,prefer not to say,Nairobi
570,moses_m1,193113696.0,male,Nairobi
571,Gaiteu200,1.38526365128473e+18,prefer not to say,Nairobi
572,CheruOle,9.640810757850276e+17,male,Nairobi
573,howuor,107303711.0,male,Nairobi
574,akinyi3_muli,1.432059483795202e+18,prefer not to say,Nairobi
575,Monica_Muriuki,3107772934.0,female,Nairobi
576,OneCapitalOne,2483272140.0,prefer not to say,Nairobi
577,leftmanh,3686328675.0,male,Meru
578,Ochibono,4076445881.0,male,Nairobi
579,Designcornerke,1.493854150953689e+18,prefer not to say,Nairobi
580,Simonk_ray,9.47365442598957e+17,male,Mombasa
581,gauogilbert,94053100.0,prefer not to say,Nairobi
582,Waamboi,1.107153146709754e+18,prefer not to say,Nairobi
583,LJth11,1.3939344345424443e+18,prefer not to say,Mombasa
584,lennykoskei123,3129344477.0,female,Nairobi
585,bigmitchjatelo,630321097.0,prefer not to say,Nairobi
586,Ok_Francise,1.171497629005443e+18,male,Nairobi
587,BmarshallCGTN,406816463.0,female,Nairobi
588,OsinyaDavid3,1.2640463896606597e+18,prefer not to say,Nairobi
589,ChrisKilulu,1.1375941469008608e+18,male,Nairobi
590,JoeOisebe,1.0095260288285408e+18,male,Naivasha
591,SWE_GIBSON,449971974.0,prefer not to say,Nairobi
592,Irie_Man254,9.818166244739524e+17,male,Nairobi
593,Simon_Ingari,362373842.0,male,Nairobi
594,AmosKiprutoLag1,1.1819260177720156e+18,male,Nairobi
595,josephat_ongwae,1702083962.0,male,Nairobi
596,BwOmoigwa,9.984240320841564e+17,prefer not to say,Nairobi
597,kenzdan1,1909443546.0,male,Nairobi
598,excellencytorsh,9.805573185669244e+17,prefer not to say,Nairobi
599,Michaelmasala5,1.0068515646093967e+18,male,Nairobi
600,Vincentilemara1,4804172133.0,prefer not to say,Nairobi
601,mob25flow,1.0509644407729972e+18,prefer not to say,Nairobi
602,sittukarapkogo,1904530778.0,prefer not to say,Kakamega
603,charliz_nguch,1.5157324580833362e+18,male,Nairobi
604,FinneyOfwa,9.383867022630298e+17,prefer not to say,Nairobi
605,Marvin_nganyi,278026264.0,prefer not to say,Kakamega
606,TBossman254,1.085626121427792e+18,prefer not to say,Mombasa
607,P_Kenyanya,1075925534.0,prefer not to say,Nairobi
608,ammerixs,584972530.0,prefer not to say,Nakuru
609,Ellysantiago19,8.129894995716014e+17,male,Kitale
610,WillyOkumu,613737494.0,male,Mombasa
611,Bettsaisi1,1.2740046906830234e+18,prefer not to say,Nairobi
612,NelsonwaMachar1,1.485206569331708e+18,female,Thika
613,AlexMwaks,1.216006893535101e+18,male,Nairobi
614,iancurlie,1.294165377300271e+18,female,Eldoret
615,yobrahmkadinali,1.4700295444804608e+18,prefer not to say,Kisii
616,khoimosh,9.880304239251292e+17,female,Nairobi
617,BarazaBarkho,1.288746614102864e+18,prefer not to say,Nairobi
618,bett11_bett,1.2417123176094925e+18,prefer not to say,Nairobi
619,jcoasugo,222005191.0,prefer not to say,Nairobi
620,Kipngeny1,9.253247890105876e+17,prefer not to say,Nairobi
621,KiromoMuceru,1.126044785800876e+18,prefer not to say,Mombasa
622,Joejoe31365982,1.4282807621267702e+18,male,Nairobi
623,NDUNGU2010,212539753.0,prefer not to say,Nairobi
624,ankapiani,251330989.0,prefer not to say,Nairobi
625,SolitaireFamily,460846636.0,prefer not to say,Nairobi
626,EvanoLegend1,4353714016.0,male,Nairobi
627,dannymwamba,259751516.0,male,Nairobi
628,mwashbudah,1.3558542960557425e+18,prefer not to say,Nairobi
629,MMuhorovincent,7.681753826420777e+17,male,Nairobi
630,hortsauce,124783198.0,prefer not to say,Nairobi
631,oyweri_KE,559637810.0,prefer not to say,Nairobi
632,rutto_daniel,1082421722.0,prefer not to say,Eldoret
633,mtaaniman,1.382768099804463e+18,female,Mombasa
634,emmanuel_cheret,1.527303260800897e+18,prefer not to say,Nairobi
635,heavydu91443892,1.1572632130980905e+18,prefer not to say,Embu
636,Kamatusa_KE,3090686696.0,male,Nairobi
637,perulpaul2,2798104515.0,male,Nairobi
638,Its_limo16,9.67982584583123e+17,male,Eldoret
639,MpenziMe,1.4195083122200822e+18,prefer not to say,Nairobi
640,sirmbatiah,125943013.0,male,Nairobi
641,Wilson38573694,1.4911189527134986e+18,male,Nairobi
642,VincentMobe,349808167.0,male,Nairobi
643,kokorene,986669144.0,female,Nairobi
644,WuoraOgola,128542266.0,male,Nairobi
645,Eng_bmwambu,542542628.0,prefer not to say,Nairobi
646,NdwigaJack,1.2640420402219377e+18,male,Nairobi
647,allanombewa,1637567744.0,male,Nairobi
648,AmbatiLucy,1.455447586781995e+18,female,Nairobi
649,WomenRuto,1.4819641302109143e+18,prefer not to say,Nairobi
650,elijahkisungo,9.270940015048416e+17,male,Nairobi
651,ItsMartinChege,130473944.0,male,Nairobi
652,clean_cutbarber,1.4407354042866278e+18,prefer not to say,Nairobi
653,Karizkhim,1573165500.0,prefer not to say,Nairobi
654,Kira_maliq,9.532586646300632e+17,female,Nairobi
655,DennisKallage,9.11181242569302e+17,male,Nakuru
656,onealzy,367249290.0,prefer not to say,Nairobi
657,serem_kigen,295697973.0,prefer not to say,Eldoret
658,Captainhezz1,3432378670.0,prefer not to say,Nairobi
659,BuliloS,9.107885415584808e+17,prefer not to say,Nairobi
660,res_judicata3,8.137647381067489e+17,prefer not to say,Nairobi
661,Binhajji009,1.516134924587348e+18,prefer not to say,Nairobi
662,Osakakilometre,527319018.0,prefer not to say,Nakuru
663,PGitongaG,8.845161106867241e+17,prefer not to say,Nairobi
664,UDAPartyKe,2259413975.0,prefer not to say,Nairobi
665,MulwaKirui,3331359575.0,male,Nairobi
666,johnzie2002,438326515.0,prefer not to say,Nairobi
667,OlingaAbdul,1.4101349741126203e+18,male,Nairobi
668,Pat_omosh,1.3410730035017275e+18,male,Mombasa
669,ItsAlikim,574481637.0,prefer not to say,Nairobi
670,revival_ke,1.4672469543254508e+18,male,Nairobi
671,Highpriesttt,4853592615.0,prefer not to say,Nairobi
672,juliusngugi360,7.031386334154588e+17,male,Nairobi
673,Seksimbuyu,204476969.0,prefer not to say,Nairobi
674,abraham_mwose,7.465917398051963e+17,prefer not to say,Nairobi
675,MsteEast,1.0764405923081504e+18,prefer not to say,Nakuru
676,engfumo,3414877361.0,male,Nairobi
677,StephenOyoo13,1.297602551261606e+18,prefer not to say,Kisumu
678,JosephNgaya2,1.180906743762694e+18,male,Nairobi
679,judetenai2,4762250241.0,male,Eldoret
680,MikeyMuriithi,1.2007636734694892e+18,male,Nyeri
681,Itiswinny,9.589647395598788e+17,prefer not to say,Nairobi
682,MugambiKibwi,1.2037995391546614e+18,prefer not to say,Meru
683,Komondi_Otieno,2506182802.0,prefer not to say,Nairobi
684,Ibrahimstayo,1.4660455593205883e+18,male,Nairobi
685,D_Mwoki,1.3502933879168328e+18,prefer not to say,Kisumu
686,LareOloibon,1.4994474327400243e+18,male,Nairobi
687,DrWanyeeSK,1897373484.0,prefer not to say,Nairobi
688,HonBob4MPBUTULA,1.1952998433228554e+18,male,Nairobi
689,sampao_p,81837812.0,male,Nairobi
690,cabs_maxi,1.2195991839566438e+18,female,Naivasha
691,AchariJoseph,1.260430013461037e+18,prefer not to say,Nairobi
692,MainaKimondo1,1.234177887214936e+18,prefer not to say,Nairobi
693,Dynasty045,1.4312452594938143e+18,prefer not to say,Nairobi
694,dnjugunag,7.592956159018312e+17,male,Nairobi
695,TonyMuliro,635619522.0,male,Nairobi
696,keonlinebiz,1.4101699838507172e+18,prefer not to say,Nairobi
697,F_M_Networks,1.3776673528426742e+18,prefer not to say,Nairobi
698,Bruno_Kens,7.618322259188449e+17,prefer not to say,Nairobi
699,lastbone,37867438.0,male,Nairobi
700,allenvitalic,9.5480159011593e+17,prefer not to say,Nairobi
701,Its_Rickers_KE,957189913.0,prefer not to say,Nakuru
702,BiasharaBook,1.4037858104623145e+18,prefer not to say,Nairobi
703,ColloTM_McArum,3555142036.0,prefer not to say,Nairobi
704,Dalanews2,1.393892607839834e+18,prefer not to say,Nairobi
705,tellyrence,839314160.0,prefer not to say,Nairobi
706,lil_tippsy,1.5265302376973476e+18,male,Eldoret
707,aboud_akasha,598573081.0,prefer not to say,Nairobi
708,pato_jush,1.3952934936779407e+18,prefer not to say,Nairobi
709,azimio022,2561017788.0,prefer not to say,Nairobi
710,Jessesaruni,341392001.0,male,Nairobi
711,mykdjmaliq,500858244.0,prefer not to say,Nairobi
712,benknjeru,1017932533.0,prefer not to say,Nairobi
713,bwanatemba,268429375.0,prefer not to say,Nairobi
714,wycliffemwaka,2325220513.0,prefer not to say,Nairobi
715,virginHoffice,1.3663320444946596e+18,prefer not to say,Nairobi
716,elvis_nganga_,1.327326400265773e+18,male,Nairobi
717,Frank_k0,1.5171518575456625e+18,prefer not to say,Kisumu
718,hu_mph,1404888931.0,male,Nairobi
719,SamiaBen05,9.20535008779137e+17,prefer not to say,Nairobi
720,enohcents,230087730.0,male,Nairobi
721,ItsAlexWamalwa,3126018537.0,prefer not to say,Nairobi
722,AnthonyKimaniJr,9.173110834840124e+17,male,Nairobi
723,johnchege,138043584.0,male,Nairobi
724,arendeoriri,3296849057.0,male,Nairobi
725,SEKilimani,1.2535834981763525e+18,prefer not to say,Nairobi
726,KenyanCitizen20,4918381095.0,prefer not to say,Nairobi
727,sambamba_zeky,7.132581687600538e+17,male,Nairobi
728,ALIAJANGASU,1.2000993025651302e+18,male,Mombasa
729,PATRIOTS_254,2894407781.0,prefer not to say,Nairobi
730,ratzinger254,1.1808361491385303e+18,male,Nairobi
731,BobMlazzow,7.072046132047872e+17,prefer not to say,Malindi
732,otienojacktone,1399003123.0,prefer not to say,Eldoret
733,kimarusammy8,1.2027785523677553e+18,male,Nairobi
734,duka_mafundi,1.4580171499607327e+18,prefer not to say,Nairobi
735,JonathanNickson,1.2177162410220462e+18,male,Nairobi
736,ThomasAyoo,415571762.0,prefer not to say,Nairobi
737,BramwelI,2522984991.0,prefer not to say,Nairobi
738,AfyaFitness20,1.4355974647661937e+18,prefer not to say,Nairobi
739,shoesplanet254,1.5264631072410583e+18,prefer not to say,Nairobi
740,HonNelsonMandel,1.2771425321835438e+18,male,Nairobi
741,MarenyaJorim,1.4826628525026875e+18,prefer not to say,Nairobi
742,charlyokongo,2221423650.0,male,Nairobi
743,NaomiNgatia,448413867.0,female,Nairobi
744,ALPHONSEIHAJI,1.373993059436929e+18,prefer not to say,Nairobi
745,alexawiti,21990241.0,male,Nairobi
746,rssteve2,190219158.0,male,Nairobi
747,roume_ke,1.330643242145223e+18,prefer not to say,Mombasa
748,NyaokeMagero,9.26750014977618e+17,prefer not to say,Nairobi
749,Joseph16308081,1.160517908172288e+18,male,Nairobi
750,aongwen,545819347.0,male,Nairobi
751,FredrickOrowo,1.4789651705463972e+18,male,Nairobi
752,RailaOdinga_KE,1.5269388837950833e+18,female,Nairobi
753,S_shaddie,1.012961672925995e+18,prefer not to say,Nairobi
754,OnikaLove16,1.4858657092258898e+18,prefer not to say,Nairobi
755,Lil_Noete,8.7392626154607e+17,male,Nairobi
756,P_Conundrum,1.1261037680247356e+18,prefer not to say,Nairobi
757,KipsWilfo,1.180879586843861e+18,prefer not to say,Nairobi
758,azimio_la_umojq,1.3561604003210895e+18,prefer not to say,Nairobi
759,nganga_quest,2868992122.0,male,Nairobi
760,Cynthiakimanyi1,1.1823414654790085e+18,prefer not to say,Nakuru
761,bii_amon,7.995317503765422e+17,male,Nairobi
762,one_joj,2244005391.0,prefer not to say,Nairobi
763,MosesNgigeKE,2553692781.0,male,Thika
764,isaac_otwoma254,8.519054365802291e+17,prefer not to say,Nairobi
765,JpBrigade,1.5080335654051963e+18,prefer not to say,Nairobi
766,di_hollo,1.422524719778177e+18,prefer not to say,Nairobi
767,KoechFesto2,1.3318461134360453e+18,prefer not to say,Eldoret
768,KabueShiela,1.3920404717745723e+18,female,Nairobi
769,KithinjiDavis,1.3932168532799242e+18,prefer not to say,Nyeri
770,EdwardM83028145,1.3713285682827835e+18,male,Nairobi
771,HunnidLevi,1.2084575659375084e+18,male,Nairobi
772,AdornGardens,1.3968084109145088e+18,prefer not to say,Nairobi
773,NyoroNdindi,1257540482.0,prefer not to say,Nairobi
774,KOTsojas,1.5279355844671365e+18,prefer not to say,Nairobi
775,Ibrahadolwa,239818478.0,male,Unknown
776,Mamba_CEO,3116389990.0,prefer not to say,Nairobi
777,MwandishiMburu,9.422607663710863e+17,male,Nairobi
778,Mistake15548744,1.4441542674058568e+18,prefer not to say,Nairobi
779,yegonzshady,7.01030982091219e+17,prefer not to say,Nairobi
780,KenyansOnReddit,1.2695987338780795e+18,prefer not to say,Nairobi
781,Nairob_sneakers,1.2396369259858084e+18,prefer not to say,Nairobi
782,pattkem,495606372.0,male,Nairobi
783,KennethNjeruKE,244061635.0,male,Nairobi
784,samie_luizy,7.47795756547969e+17,prefer not to say,Unknown
785,msojanemso,105502921.0,prefer not to say,Nairobi
786,BriStars_1,1.492560841283195e+18,male,Nairobi
787,wiza_wein,1.5244977124183736e+18,prefer not to say,Nairobi
788,OliverMaaya,1.1993123695891374e+18,male,Nairobi
789,_EmmanuelKutosi,1.356904423822393e+18,male,Nairobi
790,PITAMINOR,254957689.0,prefer not to say,Nairobi
791,wambugumartin_,361455737.0,male,Nairobi
792,ShilahoIslar,1.356899986567549e+18,prefer not to say,Nairobi
793,Haron_Getui,358088325.0,prefer not to say,Nairobi
794,CMallacs,4783884552.0,prefer not to say,Nairobi
795,FelicitysolarKE,1.3163079612670648e+18,female,Nairobi
796,kidcityzen,1.1322131791766938e+18,prefer not to say,Nairobi
797,VincenteSande,1262990659.0,prefer not to say,Nairobi
798,AllanAguko,1567529658.0,male,Nairobi
799,VenusTvKenya,1.33120721276996e+18,female,Nairobi
800,calvinjoel5,4170949582.0,male,Nairobi
801,Gitaukamaudavie,3147483755.0,male,Thika
802,luqmane1,575310473.0,male,Nairobi
803,Manu_Lagat,1.1568024802751652e+18,male,Nairobi
804,moengamogeni,56722680.0,prefer not to say,Nairobi
805,DavidKamau001,1.475753803676889e+18,prefer not to say,Nairobi
806,Michael965335,8.608021717508178e+17,prefer not to say,Nairobi
807,Hon_kindiki,1563813548.0,prefer not to say,Nairobi
808,lord_tillah,8.297813205743329e+17,prefer not to say,Nairobi
809,iamPaulOwino,9.96316329404756e+17,male,Nakuru
810,WuoAbandu,1.5066399573808005e+18,male,Kisumu
811,DavidAlpha14,1.0228122961822228e+18,prefer not to say,Nairobi
812,MeItThabit,9.525997795943384e+17,prefer not to say,Nairobi
813,FlourishTVKenya,1.372903629083005e+18,prefer not to say,Kisumu
814,jackyaluvisia09,1.4859008861069025e+18,female,Nairobi
815,sodium_shoes,1.4436923741867254e+18,prefer not to say,Nairobi
816,SwaIehibrahim,2449986559.0,male,Eldoret
817,dennis_machio,1.0348917740939264e+18,prefer not to say,Nairobi
818,sue_perlita,1907010864.0,female,Nairobi
819,BlackmanIsKing2,9.857487577477284e+17,prefer not to say,Nairobi
820,SebastianKarani,1.2979744794114376e+18,male,Nairobi
821,M1Julius,1.2645605495153992e+18,prefer not to say,Nairobi
822,EzekielNgetich7,1.298973193932333e+18,prefer not to say,Nairobi
823,Kenyaatpolitics,1.4558085321718702e+18,prefer not to say,Nairobi
